Positive,Negative,Label
0150_c5s1_024876_02.jpg,0150_c1s1_024326_02.jpg,1
0570_c6s2_001768_01.jpg,0570_c6s2_001743_01.jpg,1
0299_c1s1_067206_02.jpg,0299_c5s1_092648_01.jpg,1
0344_c1s2_006416_02.jpg,0344_c6s1_081501_04.jpg,1
0896_c2s2_107282_02.jpg,0896_c3s2_110028_06.jpg,1
1176_c3s3_006737_01.jpg,1176_c6s3_030492_02.jpg,1
1495_c4s6_013666_01.jpg,1495_c5s3_062890_09.jpg,1
0081_c5s2_149749_03.jpg,0081_c5s3_038290_01.jpg,1
0741_c6s2_061368_01.jpg,0741_c1s4_014181_04.jpg,1
0605_c5s2_077952_02.jpg,0605_c5s2_018055_03.jpg,1
1455_c4s6_009685_01.jpg,1455_c5s3_058515_02.jpg,1
1234_c1s5_042641_01.jpg,1234_c5s3_016890_02.jpg,1
0028_c3s1_002026_02.jpg,0028_c6s1_002551_02.jpg,1
0633_c3s2_025787_01.jpg,0633_c6s2_019668_02.jpg,1
0309_c6s1_070101_02.jpg,0309_c2s2_020187_01.jpg,1
0901_c3s2_125144_06.jpg,0901_c1s4_050406_03.jpg,1
0828_c6s2_099493_01.jpg,0828_c2s2_116827_04.jpg,1
0132_c6s1_022526_02.jpg,0132_c6s1_031876_01.jpg,1
0882_c3s2_109103_08.jpg,0882_c6s2_103368_08.jpg,1
0565_c5s2_113552_02.jpg,0565_c5s3_029140_04.jpg,1
0344_c1s2_009266_01.jpg,0344_c6s1_079301_04.jpg,1
0833_c3s2_107528_06.jpg,0833_c4s4_062866_04.jpg,1
0606_c3s2_017462_01.jpg,0606_c3s2_056912_03.jpg,1
0676_c4s3_061879_01.jpg,0676_c3s2_047887_01.jpg,1
1051_c6s2_130293_01.jpg,1051_c2s2_133402_01.jpg,1
0100_c4s5_059610_01.jpg,0100_c5s1_016776_02.jpg,1
0945_c2s2_116277_04.jpg,0945_c1s4_058211_02.jpg,1
0209_c6s1_042451_06.jpg,0209_c2s1_045176_04.jpg,1
0261_c3s1_081642_02.jpg,0261_c6s1_082251_05.jpg,1
0421_c2s1_111216_01.jpg,0421_c1s2_031141_03.jpg,1
0655_c1s4_003181_01.jpg,0655_c6s2_057668_01.jpg,1
0712_c4s3_067929_01.jpg,0712_c4s3_067879_01.jpg,1
1479_c3s3_060878_07.jpg,1479_c2s3_054507_05.jpg,1
0179_c6s4_004577_04.jpg,0179_c6s4_004552_02.jpg,1
0317_c4s1_072007_01.jpg,0317_c4s1_072032_01.jpg,1
0116_c3s2_084953_02.jpg,0116_c6s1_019351_06.jpg,1
0573_c6s2_002943_06.jpg,0573_c6s2_002968_01.jpg,1
0990_c2s2_156752_02.jpg,0990_c6s2_127618_06.jpg,1
0223_c1s1_052901_02.jpg,0223_c5s1_052926_03.jpg,1
0589_c6s2_014518_01.jpg,0589_c6s2_014693_01.jpg,1
1017_c4s5_005229_04.jpg,1017_c2s2_127402_05.jpg,1
0581_c5s2_012780_01.jpg,0581_c6s2_006418_01.jpg,1
1326_c3s3_036253_01.jpg,1326_c1s5_062816_01.jpg,1
0088_c6s4_003152_04.jpg,0088_c5s3_077212_03.jpg,1
0662_c2s2_036662_05.jpg,0662_c6s2_034218_01.jpg,1
0958_c1s6_025646_04.jpg,0958_c5s3_074737_04.jpg,1
0830_c6s2_110493_01.jpg,0830_c1s4_044556_03.jpg,1
0947_c3s2_119344_03.jpg,0947_c5s2_120574_04.jpg,1
0647_c3s2_034087_01.jpg,0647_c1s4_004031_01.jpg,1
0385_c5s1_109698_02.jpg,0385_c3s1_108917_03.jpg,1
1158_c6s3_067967_04.jpg,1158_c2s3_037707_02.jpg,1
0261_c6s1_055926_02.jpg,0261_c5s1_055223_05.jpg,1
0167_c1s1_030026_02.jpg,0167_c4s5_012279_02.jpg,1
0637_c6s2_021868_01.jpg,0637_c6s2_038693_01.jpg,1
1018_c5s2_131624_02.jpg,1018_c1s4_070611_01.jpg,1
0854_c3s2_107578_08.jpg,0854_c2s2_104907_05.jpg,1
0105_c6s1_036376_01.jpg,0105_c6s1_026751_01.jpg,1
1495_c5s3_062940_01.jpg,1495_c3s3_062178_07.jpg,1
0666_c3s2_042437_02.jpg,0666_c6s2_050468_09.jpg,1
0573_c2s2_005537_01.jpg,0573_c3s2_008737_01.jpg,1
1162_c2s2_160502_03.jpg,1162_c3s3_017603_03.jpg,1
0898_c5s3_069887_01.jpg,0898_c3s3_069344_02.jpg,1
1004_c1s4_074361_05.jpg,1004_c6s2_123818_01.jpg,1
0773_c5s2_119399_02.jpg,0773_c3s2_118719_02.jpg,1
0136_c4s1_022551_02.jpg,0136_c4s1_022076_02.jpg,1
0623_c6s2_028393_03.jpg,0623_c3s2_023087_03.jpg,1
0208_c5s1_092348_02.jpg,0208_c3s1_070042_03.jpg,1
0614_c6s2_013568_01.jpg,0614_c6s2_074943_02.jpg,1
0633_c5s2_026105_02.jpg,0633_c5s2_026205_01.jpg,1
0597_c6s2_009618_01.jpg,0597_c3s2_015437_02.jpg,1
0696_c3s2_052362_06.jpg,0696_c1s4_000931_07.jpg,1
0496_c4s2_058348_01.jpg,0496_c5s1_139070_01.jpg,1
1177_c5s3_019590_01.jpg,1177_c4s5_032554_01.jpg,1
0241_c3s1_059417_03.jpg,0241_c3s1_059317_01.jpg,1
0622_c2s2_019887_03.jpg,0622_c1s3_037376_05.jpg,1
0408_c5s1_097598_01.jpg,0408_c4s2_025067_03.jpg,1
0948_c5s2_121124_01.jpg,0948_c5s2_120574_01.jpg,1
0022_c5s1_004026_01.jpg,0022_c6s1_003001_01.jpg,1
1017_c3s2_130744_11.jpg,1017_c3s2_141244_02.jpg,1
1379_c6s3_068742_01.jpg,1379_c3s3_045003_01.jpg,1
0629_c6s2_018468_02.jpg,0629_c6s2_029468_02.jpg,1
0581_c1s3_026551_01.jpg,0581_c4s4_038435_01.jpg,1
0344_c3s1_080867_03.jpg,0344_c6s1_081701_03.jpg,1
0451_c5s1_117395_10.jpg,0451_c5s1_117445_05.jpg,1
0496_c5s1_139270_01.jpg,0496_c1s2_066246_01.jpg,1
0107_c6s1_019251_04.jpg,0107_c5s1_020001_02.jpg,1
0988_c4s4_064766_01.jpg,0988_c4s4_064416_01.jpg,1
0444_c2s1_111291_01.jpg,0444_c2s1_132391_08.jpg,1
0132_c6s1_022776_01.jpg,0132_c5s1_022176_01.jpg,1
0606_c3s2_017512_01.jpg,0606_c6s2_051843_01.jpg,1
0738_c1s4_031631_01.jpg,0738_c1s4_031606_01.jpg,1
1112_c1s5_016511_01.jpg,1112_c6s3_013642_01.jpg,1
0697_c1s4_000506_01.jpg,0697_c3s2_052362_02.jpg,1
0095_c4s1_015376_05.jpg,0095_c4s1_015401_02.jpg,1
0264_c1s1_056006_02.jpg,0264_c2s1_061521_03.jpg,1
0706_c2s2_065182_02.jpg,0706_c2s2_065207_01.jpg,1
0892_c3s2_109728_09.jpg,0892_c5s2_110577_01.jpg,1
1281_c3s3_027378_01.jpg,1281_c5s3_027665_02.jpg,1
0605_c6s2_051068_03.jpg,0605_c3s2_056962_03.jpg,1
0941_c5s2_118324_06.jpg,0941_c6s2_112943_01.jpg,1
0047_c5s3_076987_03.jpg,0047_c6s4_003102_01.jpg,1
0047_c2s3_070302_01.jpg,0047_c6s4_003102_01.jpg,1
0683_c3s2_070278_02.jpg,0683_c6s2_064543_02.jpg,1
0955_c6s2_113893_01.jpg,0955_c5s2_120724_05.jpg,1
0565_c3s2_003937_04.jpg,0565_c5s2_113652_02.jpg,1
1407_c5s3_049940_01.jpg,1407_c6s3_073117_01.jpg,1
0331_c6s1_086426_02.jpg,0331_c3s1_075442_01.jpg,1
0795_c6s2_116818_02.jpg,0795_c3s2_089653_04.jpg,1
0179_c5s3_078512_01.jpg,0179_c6s4_004602_02.jpg,1
0761_c1s4_022081_04.jpg,0761_c3s2_082553_04.jpg,1
0742_c6s2_069418_01.jpg,0742_c2s2_072807_02.jpg,1
0255_c6s1_059976_01.jpg,0255_c5s1_060573_04.jpg,1
1106_c6s3_023092_04.jpg,1106_c2s2_147302_01.jpg,1
1252_c6s4_024352_08.jpg,1252_c3s3_097894_01.jpg,1
1111_c3s2_151944_02.jpg,1111_c1s5_016336_04.jpg,1
1055_c2s2_135452_01.jpg,1055_c3s2_138619_01.jpg,1
0774_c3s2_103103_01.jpg,0774_c1s4_017756_01.jpg,1
0575_c3s2_009687_02.jpg,0575_c5s2_010155_02.jpg,1
0762_c5s2_098577_04.jpg,0762_c1s4_037681_02.jpg,1
0536_c3s2_001996_01.jpg,0536_c3s2_002096_01.jpg,1
0449_c5s1_112570_01.jpg,0449_c1s2_039621_01.jpg,1
1426_c5s3_054190_05.jpg,1426_c6s3_077517_02.jpg,1
0871_c3s2_108253_04.jpg,0871_c3s2_108303_06.jpg,1
0350_c3s1_086817_02.jpg,0350_c5s1_095573_07.jpg,1
0814_c6s2_093718_01.jpg,0814_c6s2_093693_01.jpg,1
0413_c2s1_097821_01.jpg,0413_c2s1_098046_01.jpg,1
0223_c3s1_046101_03.jpg,0223_c6s1_052901_11.jpg,1
0301_c3s1_075617_02.jpg,0301_c6s1_076151_03.jpg,1
1278_c4s6_012060_01.jpg,1278_c3s3_056428_04.jpg,1
1111_c3s2_151919_03.jpg,1111_c6s3_021367_01.jpg,1
0780_c5s2_127824_11.jpg,0780_c6s2_081343_01.jpg,1
0276_c3s3_066319_01.jpg,0276_c1s6_017646_01.jpg,1
0547_c2s1_157416_01.jpg,0547_c5s1_157470_06.jpg,1
0953_c6s2_113893_04.jpg,0953_c4s4_060191_03.jpg,1
0115_c6s1_020976_01.jpg,0115_c5s1_021151_01.jpg,1
0299_c1s1_067306_02.jpg,0299_c4s2_019942_02.jpg,1
0046_c4s1_004151_03.jpg,0046_c5s1_004051_02.jpg,1
0069_c2s3_057977_03.jpg,0069_c6s3_087992_01.jpg,1
0555_c5s2_014030_01.jpg,0555_c5s1_159720_02.jpg,1
0104_c6s1_018051_01.jpg,0104_c2s1_017176_01.jpg,1
1426_c1s6_012141_03.jpg,1426_c1s6_012216_03.jpg,1
0299_c2s1_091896_01.jpg,0299_c5s1_067173_02.jpg,1
0104_c3s1_017076_02.jpg,0104_c6s1_019201_02.jpg,1
0767_c5s2_076177_01.jpg,0767_c6s2_069918_01.jpg,1
0994_c1s4_067611_02.jpg,0994_c6s2_121968_01.jpg,1
0738_c1s4_031631_01.jpg,0738_c3s2_066653_07.jpg,1
0088_c1s6_028196_03.jpg,0088_c6s4_003177_01.jpg,1
0945_c1s4_058211_02.jpg,0945_c3s2_118469_01.jpg,1
0645_c5s2_032855_03.jpg,0645_c3s2_032437_02.jpg,1
0641_c6s2_024318_03.jpg,0641_c6s2_037193_01.jpg,1
0197_c2s1_044851_07.jpg,0197_c5s1_039451_01.jpg,1
0795_c6s2_083868_02.jpg,0795_c1s4_028881_04.jpg,1
0105_c6s1_036801_05.jpg,0105_c5s1_037301_01.jpg,1
1474_c2s3_054282_08.jpg,1474_c2s3_062977_01.jpg,1
0272_c6s1_057401_01.jpg,0272_c6s1_067351_03.jpg,1
0268_c4s1_057132_04.jpg,0268_c6s1_068001_01.jpg,1
1437_c3s3_055928_02.jpg,1437_c4s6_011735_03.jpg,1
1278_c6s3_084142_01.jpg,1278_c3s3_025953_03.jpg,1
0184_c5s2_148199_01.jpg,0184_c4s1_034376_01.jpg,1
0081_c5s3_033715_04.jpg,0081_c5s3_033615_05.jpg,1
1350_c4s5_066335_01.jpg,1350_c1s5_067066_02.jpg,1
0159_c3s1_027526_03.jpg,0159_c6s1_030301_01.jpg,1
1263_c6s3_066442_02.jpg,1263_c1s5_049391_03.jpg,1
1321_c6s3_059592_03.jpg,1321_c5s3_036215_03.jpg,1
0656_c1s3_051651_02.jpg,0656_c6s2_031618_01.jpg,1
0962_c2s2_122452_01.jpg,0962_c3s2_123494_04.jpg,1
0441_c5s1_109298_01.jpg,0441_c4s2_036842_01.jpg,1
1479_c3s3_080694_04.jpg,1479_c2s3_054507_01.jpg,1
1471_c3s3_060228_03.jpg,1471_c2s3_053807_02.jpg,1
0384_c5s1_091273_01.jpg,0384_c5s1_091248_01.jpg,1
0973_c1s5_005061_02.jpg,0973_c6s2_118068_05.jpg,1
0772_c5s2_078477_01.jpg,0772_c4s4_058266_05.jpg,1
0754_c2s2_089957_02.jpg,0754_c1s4_010956_02.jpg,1
0195_c3s1_070317_03.jpg,0195_c2s1_070021_02.jpg,1
1381_c1s6_005016_02.jpg,1381_c6s3_077017_01.jpg,1
0990_c6s2_127543_02.jpg,0990_c2s2_156752_02.jpg,1
0772_c6s2_072293_02.jpg,0772_c6s2_087168_03.jpg,1
0914_c6s2_113093_02.jpg,0914_c5s2_119524_02.jpg,1
0994_c1s4_067611_02.jpg,0994_c6s2_122193_01.jpg,1
0143_c4s1_023001_03.jpg,0143_c2s1_022326_02.jpg,1
0810_c4s4_037585_02.jpg,0810_c3s3_030553_03.jpg,1
0998_c3s2_128969_06.jpg,0998_c2s2_125427_01.jpg,1
0616_c1s3_047776_01.jpg,0616_c6s2_027018_01.jpg,1
1179_c1s5_032211_03.jpg,1179_c6s3_030142_02.jpg,1
1025_c5s2_132774_02.jpg,1025_c1s4_071861_01.jpg,1
0297_c6s1_066876_02.jpg,0297_c6s1_066751_01.jpg,1
0208_c1s4_036906_01.jpg,0208_c6s2_091243_02.jpg,1
1244_c2s3_013632_03.jpg,1244_c3s3_027578_08.jpg,1
0261_c2s1_060071_03.jpg,0261_c5s1_055273_02.jpg,1
0459_c4s6_031791_04.jpg,0459_c4s6_031841_03.jpg,1
0432_c5s1_105448_01.jpg,0432_c3s2_070303_03.jpg,1
0299_c5s1_067223_02.jpg,0299_c1s1_067306_02.jpg,1
1433_c6s3_082992_01.jpg,1433_c2s3_049107_02.jpg,1
0259_c6s1_064351_01.jpg,0259_c1s1_064706_01.jpg,1
0830_c6s2_099393_02.jpg,0830_c3s2_116344_04.jpg,1
0104_c5s1_091448_04.jpg,0104_c3s1_017076_02.jpg,1
0299_c4s2_019992_02.jpg,0299_c1s1_067256_01.jpg,1
1263_c6s3_066442_02.jpg,1263_c5s3_023415_04.jpg,1
0516_c6s2_014343_01.jpg,0516_c1s2_070196_01.jpg,1
0123_c1s1_029801_01.jpg,0123_c1s1_030151_01.jpg,1
0344_c6s1_079401_05.jpg,0344_c3s1_078817_04.jpg,1
1252_c2s3_091552_01.jpg,1252_c2s3_091502_01.jpg,1
0081_c5s1_013651_01.jpg,0081_c6s3_011142_02.jpg,1
0499_c3s2_067928_03.jpg,0499_c3s1_133033_02.jpg,1
0491_c5s1_139220_04.jpg,0491_c2s1_129691_03.jpg,1
0224_c6s1_047151_01.jpg,0224_c5s1_046826_01.jpg,1
0905_c6s3_021592_01.jpg,0905_c6s2_106193_02.jpg,1
0552_c2s1_157766_01.jpg,0552_c3s1_158008_01.jpg,1
0179_c1s6_029246_03.jpg,0179_c1s6_029396_02.jpg,1
0224_c1s1_046901_01.jpg,0224_c3s1_055217_01.jpg,1
0828_c2s2_116827_04.jpg,0828_c1s4_044606_03.jpg,1
0810_c6s2_096868_01.jpg,0810_c6s3_053967_01.jpg,1
0449_c2s1_148266_08.jpg,0449_c4s3_001548_06.jpg,1
1392_c3s3_047978_04.jpg,1392_c1s6_011666_02.jpg,1
0301_c6s1_076126_03.jpg,0301_c5s1_076373_03.jpg,1
0854_c2s2_104882_05.jpg,0854_c3s2_107603_09.jpg,1
0557_c2s2_005537_04.jpg,0557_c5s2_139349_03.jpg,1
0571_c5s2_008230_02.jpg,0571_c3s2_007312_04.jpg,1
0773_c4s4_017010_02.jpg,0773_c4s4_017085_06.jpg,1
0782_c3s2_080753_01.jpg,0782_c2s2_077407_02.jpg,1
1051_c6s2_130293_01.jpg,1051_c3s2_136194_02.jpg,1
0404_c1s5_033966_04.jpg,0404_c1s2_023616_03.jpg,1
0414_c3s1_116733_01.jpg,0414_c5s1_117395_02.jpg,1
1400_c3s3_048253_02.jpg,1400_c6s3_072067_01.jpg,1
0597_c3s2_019262_03.jpg,0597_c2s2_012212_02.jpg,1
0301_c6s1_076151_03.jpg,0301_c6s1_067276_05.jpg,1
0665_c6s2_041293_01.jpg,0665_c6s2_035968_01.jpg,1
1470_c2s3_053882_04.jpg,1470_c2s3_053882_01.jpg,1
1263_c4s5_049785_03.jpg,1263_c4s5_049635_02.jpg,1
0376_c3s1_090217_02.jpg,0376_c2s1_090846_10.jpg,1
0268_c6s1_068051_01.jpg,0268_c6s1_068176_03.jpg,1
0973_c1s5_005061_02.jpg,0973_c5s2_140949_02.jpg,1
0552_c1s3_010521_03.jpg,0552_c1s3_010496_03.jpg,1
0354_c5s1_081073_01.jpg,0354_c5s1_106348_01.jpg,1
0076_c1s1_011551_03.jpg,0076_c6s1_011476_06.jpg,1
0729_c2s2_084057_01.jpg,0729_c5s2_063502_02.jpg,1
0767_c6s2_069843_01.jpg,0767_c6s2_069893_01.jpg,1
0584_c1s3_026976_01.jpg,0584_c3s2_012637_01.jpg,1
1176_c4s5_032604_03.jpg,1176_c6s3_042692_02.jpg,1
0952_c5s2_120574_02.jpg,0952_c5s2_120824_02.jpg,1
0482_c3s1_139208_03.jpg,0482_c3s1_125583_04.jpg,1
0762_c6s2_068643_01.jpg,0762_c6s2_068593_03.jpg,1
0340_c6s1_080426_02.jpg,0340_c5s1_078748_04.jpg,1
0067_c3s1_007551_01.jpg,0067_c5s1_019276_05.jpg,1
0999_c5s2_129074_01.jpg,0999_c6s2_123043_01.jpg,1
0121_c1s4_024556_04.jpg,0121_c3s2_085378_02.jpg,1
0350_c5s1_095573_07.jpg,0350_c1s2_014891_06.jpg,1
0851_c3s2_107903_11.jpg,0851_c6s2_117343_06.jpg,1
1408_c6s2_034968_01.jpg,1408_c3s2_026712_01.jpg,1
0952_c3s2_119869_03.jpg,0952_c6s2_114293_05.jpg,1
1470_c2s3_053807_01.jpg,1470_c3s3_060178_03.jpg,1
1240_c5s3_019290_02.jpg,1240_c3s3_020528_04.jpg,1
0688_c3s2_092878_01.jpg,0688_c6s2_058368_01.jpg,1
0603_c6s2_011193_01.jpg,0603_c6s2_014893_04.jpg,1
1263_c1s5_049391_03.jpg,1263_c5s3_023715_07.jpg,1
1018_c2s2_127902_02.jpg,1018_c2s2_127977_03.jpg,1
0669_c2s2_047437_01.jpg,0669_c1s3_064951_02.jpg,1
0697_c1s4_000356_01.jpg,0697_c6s2_046543_01.jpg,1
0437_c3s1_107017_01.jpg,0437_c1s2_056471_01.jpg,1
0354_c6s1_081026_03.jpg,0354_c6s1_081076_04.jpg,1
0581_c6s2_006343_01.jpg,0581_c4s4_037035_01.jpg,1
0647_c2s2_030887_01.jpg,0647_c3s2_064303_02.jpg,1
0340_c5s1_078798_03.jpg,0340_c3s1_078317_03.jpg,1
0035_c3s1_003276_01.jpg,0035_c6s1_003801_01.jpg,1
0339_c2s1_078121_02.jpg,0339_c2s1_077996_02.jpg,1
1111_c6s3_021392_01.jpg,1111_c3s2_151944_02.jpg,1
0409_c1s2_042746_02.jpg,0409_c5s1_098323_01.jpg,1
1437_c1s6_007266_04.jpg,1437_c1s6_007191_02.jpg,1
0926_c4s4_061016_06.jpg,0926_c2s2_119302_06.jpg,1
0666_c5s2_057005_03.jpg,0666_c5s2_043030_02.jpg,1
0724_c3s2_061653_03.jpg,0724_c1s4_019456_03.jpg,1
0762_c1s4_037856_03.jpg,0762_c2s2_070707_05.jpg,1
1404_c2s3_043032_08.jpg,1404_c2s3_043082_02.jpg,1
0261_c6s1_055676_03.jpg,0261_c6s1_055726_05.jpg,1
1350_c5s3_040940_05.jpg,1350_c2s3_034682_03.jpg,1
0536_c3s2_001971_02.jpg,0536_c3s2_001996_01.jpg,1
0810_c6s2_096868_01.jpg,0810_c4s4_055216_01.jpg,1
1408_c2s3_043382_05.jpg,1408_c1s6_018196_01.jpg,1
1385_c6s4_002302_01.jpg,1385_c5s3_076462_03.jpg,1
0683_c6s2_064543_02.jpg,0683_c6s2_064643_01.jpg,1
1107_c4s5_059535_03.jpg,1107_c1s5_015261_09.jpg,1
0223_c6s1_046576_01.jpg,0223_c1s1_052901_02.jpg,1
1234_c3s3_016328_01.jpg,1234_c5s3_016915_02.jpg,1
